time_ms,base,shoulder,elbow,palm,wrist,gripper,obj_x,obj_y,obj_area,cell,err_x,err_y,approach_mode,free_mode
1778260702230,2481,2094,2245,2772,3205,2995,,,,,,,0,1
1778260702289,2477,2096,2245,2772,3205,2995,,,,,,,0,1
1778260702357,2467,2096,2244,2772,3205,2995,,,,,,,0,1
1778260702420,2462,2095,2243,2772,3205,2995,,,,,,,0,1
1778260702480,2457,2095,2243,2772,3205,2995,,,,,,,0,1
1778260702540,2452,2095,2243,2772,3205,2995,,,,,,,0,1
1778260702598,2448,2095,2244,2772,3205,2995,,,,,,,0,1
1778260702656,2444,2093,2244,2772,3205,2995,,,,,,,0,1
1778260702713,2439,2093,2244,2772,3205,2995,,,,,,,0,1
1778260702774,2435,2094,2244,2772,3205,2995,,,,,,,0,1
1778260702836,2430,2094,2244,2772,3205,2995,,,,,,,0,1
1778260702893,2429,2095,2244,2772,3205,2995,,,,,,,0,1
1778260702951,2426,2097,2245,2772,3205,2995,,,,,,,0,1
1778260703016,2426,2099,2245,2772,3205,2995,,,,,,,0,1
1778260703084,2430,2105,2245,2772,3205,2995,,,,,,,0,1
1778260703155,2431,2114,2245,2772,3205,2995,,,,,,,0,1
1778260703258,2430,2126,2245,2772,3205,2995,,,,,,,0,1
1778260703366,2429,2135,2244,2772,3205,2995,,,,,,,0,1
1778260703436,2429,2140,2241,2772,3205,2995,,,,,,,0,1
1778260703537,2428,2151,2237,2772,3205,2995,,,,,,,0,1
1778260703628,2428,2159,2234,2772,3205,2995,,,,,,,0,1
1778260703697,2428,2167,2230,2772,3205,2995,,,,,,,0,1
1778260703765,2428,2173,2226,2772,3205,2995,,,,,,,0,1
1778260703834,2428,2178,2222,2772,3205,2995,,,,,,,0,1
1778260703902,2428,2185,2218,2772,3205,2995,,,,,,,0,1
1778260703976,2428,2191,2215,2772,3205,2995,,,,,,,0,1
1778260704050,2428,2196,2212,2772,3205,2995,,,,,,,0,1
1778260704123,2428,2201,2210,2772,3205,2995,,,,,,,0,1
1778260704187,2430,2205,2208,2772,3205,2995,,,,,,,0,1
1778260704252,2431,2208,2205,2772,3205,2995,,,,,,,0,1
1778260704315,2431,2211,2202,2772,3205,2995,,,,,,,0,1
1778260704379,2431,2215,2198,2772,3205,2995,,,,,,,0,1
1778260704443,2431,2220,2192,2772,3205,2995,,,,,,,0,1
1778260704506,2433,2225,2188,2772,3205,2995,,,,,,,0,1
1778260704569,2434,2230,2183,2772,3205,2995,,,,,,,0,1
1778260704636,2435,2232,2178,2772,3205,2995,,,,,,,0,1
1778260704694,2437,2234,2174,2772,3205,2995,,,,,,,0,1
1778260704762,2438,2235,2171,2772,3205,2995,,,,,,,0,1
1778260704827,2438,2237,2169,2772,3205,2995,,,,,,,0,1
1778260704894,2438,2238,2168,2772,3205,2995,,,,,,,0,1
1778260704957,2438,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705017,2439,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705081,2439,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705144,2440,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705212,2443,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705279,2445,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705345,2446,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705407,2449,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705467,2449,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705528,2452,2238,2167,2772,3205,2995,,,,,,,0,1
1778260705593,2455,2237,2167,2772,3205,2995,,,,,,,0,1
1778260705661,2455,2237,2167,2772,3205,2995,,,,,,,0,1
1778260705727,2457,2237,2168,2772,3205,2995,,,,,,,0,1
1778260705796,2460,2237,2169,2772,3205,2995,,,,,,,0,1
1778260705860,2463,2238,2169,2772,3205,2995,,,,,,,0,1
1778260705929,2466,2241,2168,2772,3205,2995,,,,,,,0,1
1778260705995,2470,2242,2167,2772,3205,2995,,,,,,,0,1
1778260706062,2475,2245,2166,2772,3205,2995,,,,,,,0,1
1778260706125,2480,2248,2162,2772,3205,2995,,,,,,,0,1
1778260706192,2484,2251,2158,2772,3205,2995,,,,,,,0,1
1778260706259,2486,2254,2152,2772,3205,2995,,,,,,,0,1
1778260706327,2488,2257,2148,2772,3205,2995,,,,,,,0,1
1778260706396,2490,2261,2142,2772,3205,2995,,,,,,,0,1
1778260706466,2490,2269,2136,2772,3205,2995,,,,,,,0,1
1778260706531,2490,2277,2132,2772,3205,2995,,,,,,,0,1
1778260706594,2490,2284,2126,2772,3205,2995,,,,,,,0,1
1778260706662,2490,2293,2120,2772,3205,2995,,,,,,,0,1
1778260706729,2490,2299,2114,2772,3205,2995,,,,,,,0,1
1778260706793,2490,2305,2109,2771,3205,2995,,,,,,,0,1
1778260706860,2490,2312,2105,2771,3205,2995,,,,,,,0,1
1778260706928,2490,2316,2100,2771,3205,2995,,,,,,,0,1
1778260707003,2490,2322,2094,2771,3205,2995,,,,,,,0,1
1778260707069,2489,2327,2092,2771,3205,2995,,,,,,,0,1
1778260707134,2489,2332,2088,2771,3205,2995,,,,,,,0,1
1778260707199,2489,2336,2084,2771,3205,2995,,,,,,,0,1
1778260707281,2489,2339,2079,2771,3205,2995,,,,,,,0,1
1778260707360,2488,2341,2076,2771,3205,2995,,,,,,,0,1
1778260707437,2488,2342,2074,2771,3205,2995,,,,,,,0,1
1778260707513,2488,2342,2074,2771,3205,2995,,,,,,,0,1
1778260707584,2488,2342,2074,2771,3205,2995,,,,,,,0,1
1778260707660,2488,2342,2074,2771,3205,2995,,,,,,,0,1
